departamento,municipio,zona_geografica,tipo_comunidad,altitud_msnm,poblacion_total,menores_5,adultos_mayores,gestantes,personas_discapacidad,distancia_km,tiempo_acceso_min,acceso_vial,transporte_disponible,agua_potable,alcantarillado,puesto_salud_cercano,cobertura_salud_pct,cobertura_vacunacion_pct,casos_prioritarios_30d,enfermedades_cronicas,alerta_epidemiologica,ultima_brigada_dias,brigadas_ultimos_12m,demanda_insatisfecha_pct,conectividad,temporada,riesgo_inundacion,riesgo_deslizamiento,prioridad
Boyacá,Togüí,Andina,Rural,2687,220,33,23,8,5,40.07,132.18,Difícil,Terrestre,1,0,0,80.63,78.39,0,38,0,175,1,41.72,Regular,Seca,0.21,0.49,ALTA
Arauca,Fortul,Orinoquía,Indígena,346,148,29,24,5,10,89.92,107.29,Regular,No disponible,0,1,0,73.38,36.53,0,18,1,378,5,24.61,Sin conexión,Seca,0.31,0.17,CRÍTICA
Nariño,Ospina,Andina,Campesina,2285,338,68,38,9,20,9.54,18.59,Bueno,Terrestre + 4x4,1,1,0,56.67,56.79,1,38,1,66,2,43.29,Buena,Seca,0.26,0.64,ALTA
Cesar,Chiriguaná,Caribe,Indígena,398,187,39,23,6,14,13.25,20.86,Difícil,Limitado,0,0,1,78.41,67.32,0,18,0,127,0,43.3,Regular,Seca,0.48,0.34,MEDIA
Caldas,Riosucio,Andina,Campesina,2428,195,32,18,8,14,18.99,41.88,Regular,Terrestre,1,0,1,72.24,84.37,1,29,0,625,2,45.41,Baja,Seca,0.37,0.54,MEDIA
Córdoba,San Pelayo,Caribe,Rural dispersa,118,654,130,68,17,45,24.58,29.62,Regular,Limitado,1,0,0,94.47,90.59,0,112,0,75,3,2.0,Regular,Transición,0.45,0.21,BAJA
Tolima,Casabianca,Andina,Indígena,709,316,42,30,14,19,22.39,24.98,Muy difícil,Limitado,1,0,0,80.61,85.78,0,27,0,131,2,56.41,Baja,Lluvias,0.38,0.58,MEDIA
Boyacá,Motavita,Andina,Rural dispersa,3003,109,21,11,5,3,80.08,126.91,Regular,Terrestre,0,0,0,78.67,65.33,2,11,0,47,0,44.65,Buena,Transición,0.27,0.54,ALTA
Quindío,Calarcá,Andina,Rural,1484,721,104,99,29,55,6.23,8.81,Bueno,Terrestre,1,0,0,65.18,42.1,1,119,0,15,0,8.62,Buena,Lluvias,0.21,0.55,MEDIA
Quindío,Circasia,Andina,Campesina,1168,580,126,62,12,24,65.5,96.27,Difícil,No disponible,1,0,0,67.84,60.03,0,65,0,37,1,36.93,Baja,Seca,0.37,0.43,ALTA
Tolima,Ortega,Andina,Rural dispersa,735,128,16,10,1,8,50.26,66.87,Bueno,Motocicleta,0,1,0,98.0,68.92,0,13,0,69,2,43.86,Buena,Seca,0.41,0.32,MEDIA
Antioquia,Yolombó,Andina,Rural dispersa,1605,650,125,42,13,42,86.71,179.72,Regular,Terrestre,1,1,0,93.02,67.24,0,81,0,287,0,59.9,Regular,Lluvias,0.31,0.52,CRÍTICA
Tolima,Icononzo,Andina,Afrodescendiente,762,176,36,30,6,10,130.31,190.9,Regular,Limitado,1,0,0,85.36,70.42,0,8,0,99,1,43.33,Buena,Transición,0.38,0.59,ALTA
Chocó,Cantón de San Pablo,Pacífica,Afrodescendiente,147,150,15,10,5,11,10.52,46.96,Muy difícil,Fluvial + Terrestre,1,0,1,70.18,75.16,1,10,0,730,0,36.66,Regular,Seca,0.72,0.38,MEDIA
Nariño,El Tablón,Andina,Rural,2293,79,13,7,0,3,24.8,67.0,Regular,Terrestre,0,0,0,88.47,53.32,0,6,0,178,0,30.44,Sin conexión,Transición,0.21,0.6,MEDIA
Cundinamarca,Tena,Andina,Rural dispersa,3493,511,84,48,22,36,37.62,51.2,Regular,Fluvial,1,1,0,85.76,67.3,1,88,0,237,1,8.7,Regular,Seca,0.2,0.49,MEDIA
Casanare,Villanueva,Orinoquía,Rural,478,492,50,62,12,23,61.86,82.28,Muy difícil,No disponible,1,1,0,74.52,45.95,0,47,0,338,0,27.03,Regular,Lluvias,0.42,0.14,CRÍTICA
Sucre,Sincelejo,Caribe,Rural dispersa,246,405,55,27,6,4,8.99,10.87,Bueno,Terrestre,0,0,1,80.7,64.88,3,40,0,121,0,30.74,Baja,Transición,0.37,0.25,MEDIA
Sucre,Coveñas,Caribe,Campesina,0,563,48,95,8,13,14.23,16.06,Regular,No disponible,1,0,1,80.27,68.58,2,81,0,415,0,44.61,Regular,Seca,0.55,0.13,MEDIA
Huila,Villavieja,Andina,Indígena,902,244,41,13,9,2,65.1,93.27,Regular,Terrestre,0,1,0,82.25,70.66,0,41,0,112,2,30.64,Sin conexión,Seca,0.45,0.5,ALTA
Nariño,Roberto Payán,Andina,Indígena,1842,552,106,88,17,27,65.54,103.88,Difícil,No disponible,1,0,0,62.99,54.3,0,67,0,56,0,13.14,Buena,Lluvias,0.23,0.44,CRÍTICA
Nariño,Santa Bárbara,Andina,Rural dispersa,2093,730,138,109,20,12,26.37,82.48,Regular,Terrestre,0,0,0,70.14,50.82,4,53,0,137,2,45.42,Buena,Lluvias,0.3,0.49,CRÍTICA
Quindío,Calarcá,Andina,Rural dispersa,1677,347,35,39,10,21,4.81,6.3,Bueno,Motocicleta,0,1,1,38.01,76.37,0,41,0,205,0,39.47,Baja,Seca,0.23,0.43,BAJA
Cundinamarca,Cáqueza,Andina,Campesina,2779,68,14,7,2,2,23.48,60.63,Bueno,Limitado,1,1,0,66.88,25.9,0,7,0,158,2,48.14,Regular,Lluvias,0.23,0.52,ALTA
Boyacá,Sutatenza,Andina,Rural,2811,690,86,53,13,12,36.23,85.48,Bueno,Terrestre + 4x4,1,0,0,80.97,59.8,0,35,0,83,1,23.99,Baja,Seca,0.34,0.63,BAJA
Quindío,Filandia,Andina,Rural dispersa,2108,124,16,20,2,2,67.34,84.62,Bueno,Terrestre,1,0,0,73.79,98.0,1,14,0,221,2,47.57,Regular,Seca,0.25,0.37,ALTA
Nariño,Sapuyes,Andina,Campesina,1794,110,11,10,2,2,89.37,158.6,Muy difícil,No disponible,1,0,0,64.12,54.0,0,14,0,40,2,46.5,Baja,Transición,0.37,0.45,MEDIA
Antioquia,Envigado,Andina,Rural,1439,145,19,11,3,9,28.88,113.0,Difícil,Terrestre + 4x4,1,0,0,94.06,76.6,0,22,1,85,1,65.19,Baja,Seca,0.34,0.59,ALTA
Cundinamarca,Sasaima,Andina,Indígena,1910,613,127,69,24,47,21.09,30.35,Bueno,Terrestre,0,0,0,78.57,77.3,0,73,0,131,0,38.39,Regular,Seca,0.32,0.38,MEDIA
Cundinamarca,Ubaté,Andina,Rural dispersa,2775,861,174,44,24,46,40.79,89.05,Difícil,No disponible,0,1,0,80.78,64.35,2,123,0,51,1,46.33,Regular,Lluvias,0.35,0.47,ALTA
Boyacá,Motavita,Andina,Rural,2431,103,19,17,3,8,29.87,38.66,Regular,Terrestre,0,1,0,87.15,98.0,0,17,0,195,3,16.21,Regular,Seca,0.09,0.55,ALTA
Caldas,Norcasia,Andina,Indígena,2153,4261,605,749,129,313,22.08,85.88,Regular,No disponible,1,0,0,76.56,56.82,6,678,0,261,1,53.96,Regular,Transición,0.21,0.33,CRÍTICA
Caquetá,Florencia,Amazonía,Indígena,506,158,29,28,7,11,19.6,60.05,Difícil,Limitado,1,0,0,63.89,63.87,1,18,0,242,0,40.64,Sin conexión,Lluvias,0.48,0.39,MEDIA
Huila,Suaza,Andina,Indígena,876,566,87,87,21,16,31.06,39.4,Regular,No disponible,0,0,0,98.0,58.41,2,71,0,24,3,25.22,Buena,Seca,0.28,0.43,MEDIA
Vaupés,Taraira,Amazonía,Campesina,150,659,85,39,22,12,60.74,187.56,Muy difícil,Limitado,0,0,0,37.02,56.03,4,96,0,154,1,38.81,Sin conexión,Seca,0.44,0.1,CRÍTICA
Bolívar,San Fernando,Caribe,Rural,144,348,54,59,10,19,25.5,90.59,Bueno,Terrestre,0,0,0,84.31,52.18,0,16,0,652,0,21.42,Regular,Seca,0.58,0.3,MEDIA
Sucre,Coveñas,Caribe,Campesina,105,291,57,42,8,18,34.6,38.86,Regular,Limitado,0,1,0,82.87,65.12,1,16,0,291,1,62.5,Sin conexión,Seca,0.58,0.24,CRÍTICA
Meta,Guamal,Orinoquía,Rural,482,376,64,62,11,14,59.07,74.21,Bueno,Terrestre,0,0,0,62.7,71.88,1,21,0,59,2,54.94,Baja,Lluvias,0.47,0.16,MEDIA
Casanare,Maní,Orinoquía,Indígena,402,447,87,37,20,35,48.57,118.23,Bueno,Terrestre,1,0,0,72.85,94.58,0,45,0,87,1,16.23,Regular,Seca,0.39,0.07,MEDIA
Antioquia,Yondó,Andina,Rural dispersa,1993,222,40,21,6,17,15.21,30.5,Regular,Terrestre + 4x4,1,1,1,80.57,73.04,0,31,0,12,3,44.61,Baja,Lluvias,0.26,0.49,BAJA
Sucre,San Pedro,Caribe,Rural dispersa,80,232,50,40,9,4,6.31,11.1,Difícil,No disponible,0,0,1,79.84,71.89,0,39,0,211,1,30.63,Regular,Transición,0.5,0.04,MEDIA
Casanare,La Salina,Orinoquía,Rural,406,547,89,46,17,8,107.1,123.99,Muy difícil,No disponible,1,0,0,64.58,69.46,1,41,0,62,1,72.01,Baja,Seca,0.32,0.02,ALTA
Tolima,Santa Isabel,Andina,Rural dispersa,815,151,33,24,6,3,64.34,82.91,Difícil,Limitado,0,0,0,90.3,64.96,0,10,0,273,3,54.01,Regular,Lluvias,0.33,0.35,ALTA
Antioquia,Nechí,Andina,Campesina,1940,185,26,23,6,3,78.76,117.68,Difícil,Limitado,1,1,0,97.1,79.31,1,14,0,277,1,27.01,Regular,Seca,0.29,0.53,CRÍTICA
Antioquia,Apartadó,Andina,Rural dispersa,1419,341,74,41,8,19,11.34,40.56,Difícil,Terrestre,0,1,1,91.0,84.38,2,56,0,30,2,29.45,Regular,Seca,0.33,0.5,MEDIA
Cundinamarca,Gama,Andina,Campesina,2605,1160,213,190,46,58,44.28,123.68,Regular,Terrestre + 4x4,0,0,0,74.78,67.23,5,52,0,127,1,20.69,Regular,Lluvias,0.31,0.54,CRÍTICA
Antioquia,Heliconia,Andina,Rural,2319,429,82,26,12,23,19.96,37.99,Difícil,Limitado,1,0,1,77.31,49.23,0,20,0,58,1,13.59,Sin conexión,Transición,0.43,0.38,BAJA
Norte de Santander,Santo Domingo de Silos,Andina,Rural,1308,620,83,104,8,16,43.1,110.11,Difícil,Limitado,1,1,0,50.48,47.47,0,109,0,156,0,75.62,Baja,Transición,0.25,0.45,ALTA
Risaralda,Belén de Umbría,Andina,Rural dispersa,1272,669,98,91,32,11,19.87,51.52,Bueno,Limitado,0,1,0,62.13,72.91,0,49,0,173,7,9.66,Baja,Seca,0.3,0.41,MEDIA
Valle del Cauca,Bugalagrande,Andina,Afrodescendiente,1342,443,62,29,14,18,11.95,23.82,Muy difícil,No disponible,0,0,1,93.79,65.81,1,46,0,217,2,29.79,Regular,Lluvias,0.47,0.39,MEDIA
La Guajira,San Juan del Cesar,Caribe,Indígena,54,307,53,43,3,13,13.51,15.58,Bueno,Motocicleta,1,0,0,76.14,76.65,0,24,0,221,3,43.52,Regular,Transición,0.34,0.0,BAJA
Huila,Santa María,Andina,Rural dispersa,897,154,31,14,5,11,12.77,17.87,Regular,Terrestre,0,0,1,73.17,61.86,1,13,0,106,3,13.6,Regular,Lluvias,0.46,0.47,BAJA
Huila,San Agustín,Andina,Rural dispersa,784,258,52,17,6,5,8.54,13.54,Regular,Limitado,1,0,1,74.65,33.57,1,42,0,15,3,22.64,Sin conexión,Transición,0.34,0.44,MEDIA
Norte de Santander,Ragonvalia,Andina,Indígena,1612,171,25,19,5,5,20.74,49.67,Regular,No disponible,0,0,0,68.63,95.4,0,20,0,124,2,7.2,Regular,Transición,0.31,0.54,MEDIA
Norte de Santander,Convención,Andina,Rural dispersa,1547,67,12,5,2,3,45.83,95.61,Bueno,Motocicleta,0,0,0,81.68,54.37,1,5,0,259,1,45.58,Baja,Lluvias,0.32,0.64,ALTA
Cundinamarca,Susa,Andina,Rural dispersa,2467,338,35,52,3,17,42.19,89.01,Bueno,Terrestre,0,1,0,97.88,45.87,0,41,0,13,0,32.55,Baja,Transición,0.23,0.5,MEDIA
Antioquia,Valparaíso,Andina,Rural,1774,643,61,65,30,10,87.77,114.03,Difícil,Limitado,1,0,0,72.84,62.35,2,32,0,126,1,53.33,Regular,Seca,0.04,0.39,CRÍTICA
Santander,El Guacamayo,Andina,Rural dispersa,1141,110,11,9,1,1,20.1,24.47,Bueno,Terrestre,0,0,0,72.89,77.23,0,9,0,376,2,7.36,Buena,Seca,0.31,0.4,BAJA
Antioquia,San Carlos,Andina,Campesina,1680,409,41,20,5,10,35.86,52.15,Difícil,Terrestre,1,0,0,74.13,98.0,3,41,0,528,2,25.22,Regular,Lluvias,0.29,0.46,ALTA
Chocó,Bojayá,Pacífica,Rural dispersa,88,150,12,13,4,3,33.11,78.08,Bueno,No disponible,0,1,0,58.25,75.57,1,6,0,693,3,54.44,Regular,Lluvias,0.61,0.56,ALTA
Cundinamarca,Venecia,Andina,Rural,3112,64,13,3,1,4,77.88,201.62,Difícil,Terrestre + 4x4,0,1,0,86.38,77.03,1,3,0,549,3,39.44,Baja,Seca,0.19,0.4,ALTA
Casanare,Támara,Orinoquía,Rural dispersa,365,257,29,38,3,2,22.34,24.88,Regular,Terrestre + 4x4,0,0,0,46.92,56.53,0,22,0,202,1,23.3,Baja,Seca,0.6,0.19,MEDIA
Tolima,San Luis,Andina,Rural,1057,342,65,61,9,20,93.57,107.11,Regular,Limitado,1,0,0,98.0,86.6,3,14,0,340,2,35.58,Buena,Transición,0.4,0.52,CRÍTICA
Valle del Cauca,La Cumbre,Andina,Rural dispersa,947,374,36,37,11,5,46.41,144.25,Difícil,No disponible,1,1,0,82.03,39.79,0,58,0,363,3,30.13,Buena,Seca,0.25,0.53,ALTA
Tolima,Roncesvalles,Andina,Rural,884,274,41,39,5,19,26.43,43.17,Difícil,Limitado,1,0,0,53.15,66.85,1,13,0,131,2,27.07,Buena,Transición,0.36,0.51,ALTA
Nariño,Francisco Pizarro,Andina,Campesina,2050,641,60,74,7,29,52.54,58.38,Regular,Terrestre,0,0,0,98.0,54.63,0,43,0,17,3,3.51,Regular,Lluvias,0.26,0.6,MEDIA
Magdalena,Sitionuevo,Caribe,Afrodescendiente,199,175,33,15,3,3,42.31,80.93,Difícil,Limitado,1,1,0,70.73,43.82,0,16,0,177,1,33.0,Regular,Seca,0.48,0.28,ALTA
Valle del Cauca,Trujillo,Andina,Campesina,1641,686,135,65,23,39,15.2,18.15,Difícil,Limitado,1,0,0,68.24,46.72,0,106,0,31,1,43.04,Regular,Transición,0.41,0.47,MEDIA
Córdoba,San Carlos,Caribe,Rural dispersa,266,87,11,12,3,2,101.11,208.12,Difícil,No disponible,1,0,0,77.13,69.59,1,10,0,33,1,27.56,Sin conexión,Seca,0.6,0.17,ALTA
Boyacá,Úmbita,Andina,Rural dispersa,2880,1019,189,86,19,42,20.35,33.24,Regular,Terrestre + 4x4,1,0,0,81.31,38.54,1,46,0,360,2,28.69,Baja,Seca,0.31,0.6,ALTA
Boyacá,Güicán,Andina,Rural,3117,546,64,32,25,23,75.72,107.87,Regular,Terrestre + 4x4,1,0,0,80.82,61.7,1,92,0,73,2,10.46,Baja,Transición,0.25,0.48,ALTA
Caldas,Marquetalia,Andina,Rural dispersa,2413,354,56,53,6,13,16.02,30.06,Bueno,Limitado,0,0,1,71.3,63.42,1,39,0,501,1,31.32,Buena,Lluvias,0.22,0.49,MEDIA
Bolívar,San Fernando,Caribe,Indígena,108,263,38,25,8,20,32.01,44.21,Regular,Limitado,0,0,0,62.66,69.71,0,44,0,40,2,37.14,Regular,Lluvias,0.43,0.19,ALTA
Boyacá,Chitaraque,Andina,Afrodescendiente,2960,567,100,81,21,45,65.27,103.6,Bueno,Terrestre + 4x4,0,0,0,86.05,52.23,0,81,0,17,3,2.0,Regular,Lluvias,0.12,0.51,MEDIA
Cundinamarca,Susa,Andina,Rural,2352,311,26,41,11,16,42.04,141.25,Bueno,No disponible,0,1,0,98.0,57.94,0,15,0,25,1,60.4,Sin conexión,Seca,0.37,0.57,MEDIA
Casanare,La Salina,Orinoquía,Rural,334,418,80,51,14,17,27.98,46.69,Bueno,Terrestre,1,1,0,70.33,52.31,1,21,0,356,0,22.15,Baja,Seca,0.4,0.12,ALTA
Antioquia,Olaya,Andina,Rural dispersa,1895,298,61,14,14,14,33.51,49.77,Regular,Fluvial,1,1,0,75.87,45.89,1,14,0,42,1,32.53,Regular,Seca,0.34,0.55,MEDIA
Norte de Santander,Ocaña,Andina,Campesina,1671,559,87,63,24,7,13.13,15.43,Bueno,Terrestre,1,1,1,76.46,90.13,0,63,0,221,1,9.74,Sin conexión,Seca,0.34,0.45,BAJA
Cesar,Bosconia,Caribe,Indígena,441,224,38,12,2,13,36.95,123.12,Regular,No disponible,1,1,0,49.44,70.92,1,23,0,0,0,37.06,Buena,Lluvias,0.29,0.37,MEDIA
Quindío,Buenavista,Andina,Rural dispersa,1761,166,25,17,4,9,29.07,108.54,Difícil,No disponible,0,0,0,68.83,78.97,0,19,0,434,1,44.57,Baja,Transición,0.29,0.61,ALTA
Antioquia,San Pedro de Urabá,Andina,Indígena,1597,261,56,23,4,19,106.25,392.15,Regular,Terrestre + 4x4,0,0,0,91.09,98.0,0,27,0,77,2,43.7,Regular,Seca,0.23,0.43,ALTA
Santander,Cerrito,Andina,Campesina,967,866,70,88,13,39,1.84,3.14,Difícil,Limitado,1,0,0,89.31,63.26,1,55,0,60,3,34.59,Regular,Transición,0.33,0.67,BAJA
Santander,Charalá,Andina,Campesina,1138,1186,98,203,17,63,22.4,29.36,Regular,Motocicleta,1,0,0,76.97,75.55,2,136,0,92,2,24.26,Regular,Transición,0.17,0.52,MEDIA
Boyacá,Santana,Andina,Rural,2786,912,131,152,12,69,80.45,121.99,Difícil,Terrestre,1,1,0,89.12,44.32,2,135,0,421,2,58.99,Regular,Seca,0.21,0.41,CRÍTICA
Caldas,Viterbo,Andina,Rural dispersa,2549,96,11,9,1,2,84.88,263.55,Muy difícil,No disponible,1,0,0,49.7,79.62,1,11,0,279,2,26.62,Buena,Seca,0.25,0.51,ALTA
Boyacá,Sora,Andina,Rural dispersa,3019,273,38,35,10,13,35.95,101.72,Regular,Terrestre,0,0,0,71.77,58.72,2,23,0,513,1,59.55,Buena,Lluvias,0.35,0.54,ALTA
Nariño,Guachucal,Andina,Campesina,2375,2671,300,247,38,121,38.3,94.29,Regular,Terrestre,1,1,0,62.88,53.01,5,480,0,270,2,17.75,Buena,Transición,0.21,0.6,ALTA
Caldas,Aguadas,Andina,Campesina,2091,201,22,30,7,9,33.08,39.28,Regular,Terrestre,1,0,0,81.45,98.0,1,29,0,257,2,24.5,Baja,Lluvias,0.23,0.61,ALTA
Atlántico,Polonuevo,Caribe,Campesina,0,543,74,53,7,38,14.91,16.44,Bueno,No disponible,1,0,0,71.34,60.26,2,22,0,125,3,49.14,Sin conexión,Lluvias,0.35,0.0,MEDIA
Atlántico,Polonuevo,Caribe,Afrodescendiente,30,87,13,5,1,4,31.02,66.37,Bueno,Terrestre,0,0,0,82.94,71.53,1,12,0,382,1,32.96,Regular,Seca,0.47,0.0,ALTA
Meta,Mesetas,Orinoquía,Rural,448,459,98,54,11,27,15.48,23.42,Bueno,Terrestre,1,0,0,67.16,89.13,1,62,0,262,2,45.47,Sin conexión,Lluvias,0.31,0.25,MEDIA
Tolima,El Espinal,Andina,Rural dispersa,691,232,36,41,5,12,14.59,30.36,Regular,Motocicleta,1,0,1,65.8,98.0,0,24,0,251,2,28.36,Baja,Seca,0.5,0.54,MEDIA
Meta,Fuente de Oro,Orinoquía,Indígena,407,92,13,15,2,5,100.85,114.51,Muy difícil,Limitado,0,0,0,74.57,82.52,1,8,0,229,0,52.6,Regular,Transición,0.32,0.17,CRÍTICA
Valle del Cauca,Florida,Andina,Rural dispersa,1453,171,36,20,6,11,66.8,82.17,Difícil,Limitado,0,1,0,86.32,84.42,1,28,0,33,1,42.23,Buena,Lluvias,0.28,0.35,ALTA
Atlántico,Ponedera,Caribe,Rural dispersa,83,68,6,9,1,1,20.76,25.48,Bueno,Terrestre,0,0,0,40.76,74.53,0,10,0,302,4,51.97,Baja,Lluvias,0.34,0.1,MEDIA
Boyacá,Soatá,Andina,Indígena,2194,205,34,24,6,8,42.32,48.91,Bueno,Terrestre,0,0,0,86.25,28.97,1,11,0,119,3,41.42,Baja,Seca,0.19,0.4,ALTA
Meta,Mapiripán,Orinoquía,Rural dispersa,446,90,13,11,2,6,23.03,29.91,Regular,Terrestre,1,0,0,68.54,58.09,0,14,0,64,0,13.64,Sin conexión,Lluvias,0.27,0.17,MEDIA
Santander,Charta,Andina,Campesina,1273,498,49,68,14,7,10.08,17.23,Bueno,Terrestre,0,1,0,70.79,72.52,1,84,0,59,4,27.99,Baja,Lluvias,0.33,0.45,BAJA
Norte de Santander,Bochalema,Andina,Rural,1335,116,20,16,2,9,33.39,97.88,Regular,Terrestre + 4x4,0,1,0,72.77,53.1,0,6,0,238,2,26.2,Baja,Lluvias,0.37,0.43,MEDIA
Magdalena,El Piñón,Caribe,Indígena,185,454,48,81,10,20,19.5,37.52,Difícil,Limitado,0,0,1,65.07,55.2,1,63,0,28,2,13.24,Regular,Transición,0.57,0.28,MEDIA
Boyacá,Turmequé,Andina,Rural,2836,446,58,37,8,9,31.73,44.78,Bueno,Terrestre + 4x4,1,1,0,72.41,86.01,1,77,1,28,0,31.67,Sin conexión,Seca,0.3,0.63,MEDIA
Sucre,Guaranda,Caribe,Campesina,46,383,54,66,11,6,13.77,20.2,Regular,Fluvial,0,1,1,55.58,68.84,1,39,0,229,0,26.8,Regular,Seca,0.5,0.18,MEDIA
Arauca,Arauquita,Orinoquía,Indígena,303,365,52,30,9,6,9.85,17.16,Regular,Terrestre,0,1,1,72.79,62.41,2,14,0,126,1,38.55,Sin conexión,Seca,0.33,0.19,BAJA
Risaralda,Marsella,Andina,Afrodescendiente,1639,463,64,68,15,9,21.54,56.61,Bueno,Terrestre,0,0,0,72.55,48.02,2,52,0,177,5,62.87,Regular,Transición,0.27,0.34,ALTA
Cauca,Morales,Andina,Rural dispersa,2187,496,51,60,24,12,19.76,28.0,Difícil,No disponible,0,0,1,62.18,77.14,0,56,0,27,0,51.74,Baja,Seca,0.3,0.63,MEDIA
Huila,Aipe,Andina,Indígena,1085,182,33,24,8,2,5.94,13.08,Regular,Limitado,0,0,1,81.69,61.2,1,17,0,305,1,35.02,Buena,Transición,0.3,0.33,MEDIA
Santander,Cepitá,Andina,Campesina,1061,65,13,6,3,4,8.43,10.94,Regular,Limitado,1,1,0,75.8,64.57,2,11,0,290,2,19.57,Regular,Seca,0.15,0.6,ALTA
Antioquia,El Carmen de Viboral,Andina,Afrodescendiente,2053,418,80,74,14,22,30.51,72.75,Difícil,Terrestre + 4x4,0,0,0,87.89,69.08,3,70,0,730,1,25.64,Baja,Lluvias,0.16,0.34,CRÍTICA
Cundinamarca,Guayabal de Síquima,Andina,Campesina,2500,274,24,36,7,14,39.6,49.66,Difícil,No disponible,1,0,0,64.32,52.79,2,39,0,31,0,9.06,Buena,Lluvias,0.29,0.47,MEDIA
Boyacá,Tunja,Andina,Rural,2609,117,10,10,2,8,64.15,174.7,Difícil,No disponible,0,1,0,62.35,80.35,1,5,0,9,0,35.21,Buena,Lluvias,0.01,0.41,MEDIA
Meta,Puerto López,Orinoquía,Campesina,408,399,54,62,12,12,17.93,29.47,Difícil,Limitado,1,1,0,68.75,34.79,2,29,0,390,0,69.88,Sin conexión,Seca,0.25,0.1,MEDIA
Bolívar,Regidor,Caribe,Rural dispersa,215,582,57,43,6,8,5.78,15.41,Muy difícil,Limitado,1,0,0,58.89,98.0,0,86,0,420,0,44.99,Regular,Lluvias,0.42,0.21,MEDIA
Nariño,Mosquera,Andina,Rural dispersa,2470,302,34,53,9,10,48.93,88.98,Muy difícil,Terrestre + 4x4,1,1,0,97.59,74.39,1,39,0,89,0,27.76,Regular,Seca,0.1,0.57,ALTA
Bolívar,Cantagallo,Caribe,Rural,2,470,52,83,11,14,25.77,41.85,Bueno,Terrestre,1,0,0,67.35,94.93,1,64,0,128,1,57.25,Sin conexión,Transición,0.5,0.16,MEDIA
Boyacá,San Mateo,Andina,Afrodescendiente,2627,247,21,41,11,15,7.36,17.46,Regular,Terrestre,0,0,0,74.25,64.43,0,15,0,75,2,29.21,Regular,Lluvias,0.25,0.43,BAJA
Nariño,Santa Bárbara,Andina,Campesina,2857,245,36,24,10,9,11.4,21.36,Difícil,Terrestre,1,0,0,81.01,56.07,0,42,0,98,2,23.23,Buena,Lluvias,0.39,0.59,MEDIA
Antioquia,Peque,Andina,Rural,1753,2605,307,315,111,181,22.67,62.64,Regular,Terrestre,1,0,0,98.0,76.38,3,354,0,242,1,37.03,Regular,Lluvias,0.25,0.46,CRÍTICA
Boyacá,Paipa,Andina,Indígena,2969,427,64,52,11,19,60.11,159.54,Difícil,No disponible,1,0,0,80.42,62.85,1,22,0,316,0,34.23,Regular,Seca,0.11,0.42,CRÍTICA
Norte de Santander,Ragonvalia,Andina,Rural,1986,1467,192,210,49,33,20.71,27.46,Muy difícil,No disponible,1,0,0,85.23,76.05,5,238,0,677,0,33.04,Sin conexión,Transición,0.14,0.32,CRÍTICA
Arauca,Puerto Rondón,Orinoquía,Rural dispersa,347,164,22,16,1,9,78.23,206.98,Regular,Terrestre + 4x4,0,0,0,82.03,78.54,1,26,0,2,1,24.89,Regular,Lluvias,0.44,0.22,ALTA
Bolívar,San Estanislao,Caribe,Rural,89,244,45,13,3,10,62.55,126.23,Regular,Terrestre,1,0,0,70.43,69.67,0,19,0,8,1,58.46,Buena,Transición,0.46,0.24,MEDIA
Vaupés,Carurú,Amazonía,Indígena,306,713,58,63,15,9,60.97,182.32,Muy difícil,Fluvial,0,0,0,57.11,72.48,1,71,0,100,1,54.49,Regular,Lluvias,0.5,0.2,CRÍTICA
Antioquia,San Juan de Urabá,Andina,Rural dispersa,1939,953,166,137,29,51,54.81,72.56,Regular,Limitado,0,0,0,87.57,41.53,3,81,0,57,0,34.32,Regular,Seca,0.28,0.42,CRÍTICA
Santander,Jordán,Andina,Afrodescendiente,1329,475,66,34,15,25,53.92,101.71,Muy difícil,Limitado,1,0,0,86.25,36.44,2,50,0,101,1,42.9,Buena,Seca,0.4,0.52,ALTA
Putumayo,Villagarzón,Amazonía,Indígena,1462,247,44,28,3,16,8.56,17.77,Bueno,Terrestre + 4x4,0,0,1,67.35,79.75,0,11,0,276,6,12.55,Baja,Seca,0.48,0.52,BAJA
Nariño,Buesaco,Andina,Rural dispersa,2828,144,21,21,7,8,8.98,19.64,Regular,Terrestre,0,0,1,71.03,31.1,2,15,0,62,1,30.71,Regular,Transición,0.34,0.45,MEDIA
Santander,Cerrito,Andina,Campesina,838,128,21,11,1,3,37.43,113.26,Bueno,Terrestre,0,0,0,88.39,63.99,0,10,1,49,2,27.62,Baja,Lluvias,0.17,0.44,ALTA
Antioquia,Támesis,Andina,Rural,1738,327,31,20,4,22,27.45,68.02,Muy difícil,Limitado,1,1,0,75.28,63.88,0,50,0,82,0,24.35,Baja,Seca,0.32,0.4,MEDIA
Antioquia,Remedios,Andina,Rural dispersa,1762,123,15,20,1,5,54.5,161.24,Bueno,Terrestre + 4x4,1,0,0,98.0,52.56,0,13,0,135,4,57.16,Baja,Seca,0.17,0.49,ALTA
Cundinamarca,Gachalá,Andina,Campesina,3139,778,77,61,16,43,32.04,61.47,Bueno,Terrestre,1,1,0,59.34,78.17,1,126,0,13,2,25.73,Buena,Seca,0.37,0.42,BAJA
